Id;Label;Name;Sponsors;Co_sponsors;Steering Division;Facilitator;Status;SD Approval Date;TSC Approval Date;Type;Project End Date;Project Intent;Aliases;Project Document Repository;External Vocabularies;Products;Start Date
1694;1694;SMART Health Cards: Vaccination & Testing IG (Jira PSS-1783);Public Health Work Group;;Clinical;Max Masnick;STU - Reconcile;19/04/2021;26/05/2021;Ballot - Informative;2022 Jan WGM/Ballot;IG;vaccination credentials, vaccination yellow card, vaccine yellow card;"PSS: https://confluence.hl7.org/x/Kqs7Bg

Project Proposal: https://jira.hl7.org/browse/PSS-1783";Yes;FHIR IG;22/03/2021 08:00
1697;1697;CARIN IG for Digital Insurance Card;Payer/Provider Info Exchange Work Group;Financial Management Work Group;Administrative;Mark Roberts, Adam Culbertson, Cille Kissel;Active Project (Resources assigned to pjt);19/04/2021;03/05/2021;Ballot - STU;2022 Jan WGM/Ballot;Supplement to a Current Standard;CARIN, Digital Membership ID;;;"FHIR Extensions; FHIR IG; FHIR Resources";30/03/2021 08:00
1703;1703;Transfer Value Sets to HL7 Analysis (ONC/Grant project);Board of Directors Work Group;;None;Jean Duteau;Active Project (Resources assigned to pjt);;;Vendor Contract;2021 Sept WGM/Ballot;;;"On the Confluence ONC Grant Project Page:
https://confluence.hl7.org/display/PMO/ONC+Grant+Project+Page";;;12/04/2021 08:00
1702;1702;BR and R FHIR Resource Maintenance;Biomedical Research and Regulation Work Group;Clinical Quality Information Work Group, Orders and Observations Work Group, Pharmacy Work Group;Clinical;BRR CoChairs;Active Project (Resources assigned to pjt);;;Ballot - STU;2021 Sept WGM/Ballot;Revise Current Standard, Supplement to a Current Standard;Medication Definition, Research Resources, BRR Resources;;;FHIR Profile;13/04/2021 08:00
1720;1720;Clinical Registry Extraction and Data Submission (CREDS) IG;Clinical Interoperability Council Work Group;Public Health Work Group;;Dave Pyke, Russ Leftwich;Active Project (Resources assigned to pjt);;;Ballot - STU to Normative;2023 May WGM/Ballot;IG;CREDS;"TBA

PSS:  https://confluence.hl7.org/display/CIC/Clinical+Registry+Extraction+and+Data+Submission+%28CREDS%29+IG";;FHIR IG;25/05/2021 08:00
1707;1707;DICOM SR to FHIR Resource Mapping IG;Imaging Integration Work Group;;Administrative;Jonathan Whitby, Chris Lindop;Active Project (Resources assigned to pjt);;17/12/2021;Ballot - STU to Normative;2022 Sept WGM/Ballot;IG;DICOM SR / IHE AIR;"PSS: https://confluence.hl7.org/display/IMIN/DICOM+SR+to+FHIR+Resource+Mapping+PSS

https://github.com/HL7/dicom-sr";No;FHIR IG;26/05/2021 08:00
1715;1715;Reaffirmation: HL7 Version V3 GELLO IG: Clinical Decision Support, Model Definition Language for GELLO, Release 1;Clinical Decision Support Work Group;;;CDS WG Co-Chairs;Active Project (Resources assigned to pjt);;31/01/2022;Ballot - Normative (no STU);2022 Sept WGM/Ballot;;;;;;02/06/2021 08:00
1712;1712;Reaffirmation: HL7 Version 3 Domain Analysis Model: Diet and Nutrition Orders, Release 2;Orders and Observations Work Group;;;OO Co-Chairs;Active Project (Resources assigned to pjt);;21/02/2022;Ballot - Normative (no STU);2022 Sept WGM/Ballot;;;;;;02/06/2021 08:00
1717;1717;Improving identity assurance and patient match quality through interoperable Digital Identity and Patient Matching capabilities;Patient Administration Work Group;;;Meena Jambulingam, Carmen Smiley, Julie Maas;Active Project (Resources assigned to pjt);25/06/2021;25/06/2021;Ballot - STU to Normative;2025 May WGM/Ballot;IG;FAST Identity / Patient matching / Digital Identity / record linkage / Patient Identifiers / unique patient identification / identity resolution;"PSS: https://confluence.hl7.org/display/PA/Patient+Matching+PSS

https://confluence.hl7.org/display/PA/Interoperable+Digital+Identity+and+Patient+Matching+Capabilities";No;FHIR IG;09/06/2021 08:00
1718;1718;POLST CDA IG (COVID/Public Health ONC/Grant project);Board of Directors Work Group;;None;Kit Cooper (Lantana);Active Project (Resources assigned to pjt);;24/09/2021;Vendor Contract;2022 Sept WGM/Ballot;;;"On the Confluence ONC Grant Project Page:
https://confluence.hl7.org/display/PMO/ONC+Grant+Project+Page";;;23/06/2021 08:00
1725;1725;US Realm Content Administrator (aka Content Curator) (COVID/US Realm ONC Contract);Board of Directors Work Group;;None;Marc Duteau;Active Project (Resources assigned to pjt);;;Vendor Contract;2023 Jan WGM/Ballot;;;https://confluence.hl7.org/display/PMO/ONC+Grant+Project+Page;;;19/07/2021 08:00
1721;1721;Project to increase consistency & quality of FHIR-authored IGs (Jira PSS-1807);FHIR Infrastructure Work Group;CDA Management Group, FHIR Management Group, Infrastructure and Messaging Work Group, Modeling and Methodology Work Group;;Lloyd McKenzie;Active Project (Resources assigned to pjt);20/08/2021;20/08/2021;- Other -;2023 May WGM/Ballot;;FHIR-based IG Governance;"PSS: https://jira.hl7.org/browse/PSS-1807?src=confmacro

https://github.com/fhir/ig-guidance";No;;19/07/2021 08:00
1732;1732;C-CDA to and from FHIR Structural Mapping (Jira PSS-1811);Cross-Group Projects Work Group;Structured Documents Work Group;;Natalee Agassi;Active Project (Resources assigned to pjt);;28/09/2021;Ballot - STU to Normative;2022 May WGM/Ballot;;C-CDA to and from US Core Mapping;"TO BE ESTABLISHED

PSS: https://jira.hl7.org/browse/PSS-1811";Yes;;12/08/2021 08:00
1277;1277;FHIR for Device Data Reporting;Devices Work Group;Healthcare Standards Integration, Mobile Health Work Group, Orders and Observations Work Group;Clinical;Todd Cooper;STU - Reconcile;16/08/2016;22/08/2016;Ballot - STU;2022 Jan WGM/Ballot;Revise Current Standard, White Paper (Balloted Informative), IG;DoF, Devices on FHIR, medical device, healthcare device, personal health device;Project information and documents will be posted at the project wiki page ( http://wiki.hl7.org/index.php?title=DoF_Project_-_Device_Data_Reporting) and on GForge (linked from the wiki page).;Yes;"FHIR Profile; FHIR Resources";13/08/2021 08:00
1728;1728;Problem Oriented Health Record (POHR);Electronic Health Records Work Group;Patient Empowerment Work Group;;Gary Dickinson;Active Project (Resources assigned to pjt);;18/10/2021;Ballot - Normative (no STU);2023 Jan WGM/Ballot;White Paper (Non-Balloted WG Approved Only);Problems 'Problem List';"PSS: https://confluence.hl7.org/display/EHR/Problem+Oriented+Health+Record+%28POHR%29+2

https://confluence.hl7.org/pages/viewpage.action?pageId=120752354";;FHIR IG;20/08/2021 08:00
1674;1674;Withdrawal:  HL7 Version 3 Standard: Patient Administration CMETs, Release 1;Patient Administration Work Group;;None;PA Co-Chairs;Active Project (Resources assigned to pjt);;25/10/2021;Ballot - Normative (no STU);2022 Sept WGM/Ballot;;;"ANSI Standards approaching expiration confluence page: 
https://confluence.hl7.org/display/HL7/ANSI+Standards+approaching+expiration";;;25/08/2021 08:00
1673;1673;"Withdrawal: HL7 Version 3 Standard: Patient Administration; Patient Encounter, Release 1";Patient Administration Work Group;;None;PA Co-Chairs;Active Project (Resources assigned to pjt);;25/10/2021;Ballot - Normative (no STU);2022 Sept WGM/Ballot;;;"ANSI Standards approaching expiration confluence page: 
https://confluence.hl7.org/display/HL7/ANSI+Standards+approaching+expiration";;;25/08/2021 08:00
1675;1675;"Withdrawal: HL7 Version 3 Standard: Registries; Real Time Location Tracking, Release 1";Patient Administration Work Group;;None;PA Co-Chairs;Active Project (Resources assigned to pjt);;25/10/2021;Ballot - Normative (no STU);2022 Sept WGM/Ballot;;;"ANSI Standards approaching expiration confluence page: 
https://confluence.hl7.org/display/HL7/ANSI+Standards+approaching+expiration";;;25/08/2021 08:00
1729;1729;International Patient Summary Advocate (ONC/Grant project);Board of Directors Work Group;;None;John D'Amore (More Informatics);Active Project (Resources assigned to pjt);;;Vendor Contract;2022 Sept WGM/Ballot;;;"On the Confluence ONC Grant Project Page:
https://confluence.hl7.org/display/PMO/ONC+Grant+Project+Page";;;02/09/2021 08:00
1730;1730;US Realm Dashboard Developer (COVID/US Realm ONC Contract);Board of Directors Work Group;;None;Enzenwa Dike;Active Project (Resources assigned to pjt);;;Vendor Contract;2022 Jan WGM/Ballot;;;https://confluence.hl7.org/display/PMO/ONC+Grant+Project+Page;;;03/09/2021 08:00
1731;1731;PACIO Project: Speech, Language, Swallowing, Cognitive Communication, and Hearing (SPLASCH);Patient Care Work Group;Community-Based Care and Privacy (CBCP) Work Group;;Jamila Harley;Active Project (Resources assigned to pjt);;18/10/2021;Ballot - STU to Normative;2023 Jan WGM/Ballot;IG;Speech-language pathology, cognitive skills, health literacy, feeding and swallowing, multi-modal functional communication, speech and voice;"TBD

PSS: https://confluence.hl7.org/pages/viewpage.action?pageId=91991989";Yes;FHIR IG;13/09/2021 08:00
1733;1733;HL7 Unique Mobile Health App Identifier (UMHAI) (Jira PSS-1867);Mobile Health Work Group;Devices Work Group, Orders and Observations Work Group;;Gora Datta;Active Project (Resources assigned to pjt);;19/10/2021;Ballot - STU to Normative;2023 Jan WGM/Ballot;Create New Standard;UHMAI;"PSS: https://jira.hl7.org/browse/PSS-1867

https://confluence.hl7.org/display/MH/Unique+Mobile+Health+Application+Identifier+%28UMHAI%29+Project";;;17/09/2021 08:00
1118;1118;Arden Syntax for Medical Logic Systems v3.0;Arden Syntax Work Group;Clinical Decision Support Work Group;;Robert Jenders;Informative - Preparing for Ballot;05/11/2018;26/11/2018;Ballot - Informative;2024 Sept WGM/Ballot;Revise Current Standard;Arden Syntax for Medical Logic Systems v3.0, Arden Manual, Arden Syntax Manual, Arden Standard, MLM Standard.;"PSS on Confluence: https://confluence.hl7.org/display/ARD/Arden+Syntax+for+Medical+Logic+Systems+v3.0-PSS

https://confluence.hl7.org/display/ARD/Arden+Syntax+v3.0";No;Arden Syntax;20/09/2021 08:00
1736;1736;Longitudinal Maternal & Infant Health Information for Research - FHIR R4 IG (Jira PSS-1832);Public Health Work Group;No Selection;;Zabrina Gonzaga;Active Project (Resources assigned to pjt);;;Ballot - STU;2022 Sept WGM/Ballot;;Maternal Health for Research, Maternal Morbidity and Mortality, SMMM, Severe Maternal Morbidity and Mortality, Pregnancy, Linked Records, Maternal and Infant Records, Record Linkage;PSS:  https://jira.hl7.org/browse/PSS-1832;;;27/09/2021 08:00
1734;1734;Informative standard withdrawal - multiple projects;Technical Steering Committee;;;Melva Peters;Comment - Preparing Ballot;;28/06/2021;Ballot - Withdraw;2022 Sept WGM/Ballot;;;https://confluence.hl7.org/display/TSC/Informative+Withdrawals+2022JAN;;;04/10/2021 08:00
1737;1737;HL7 Medicolegal Death Investigation (MDI) FHIR IG (Jira PSS-1885);Public Health Work Group;;;Diana Wright;Active Project (Resources assigned to pjt);;01/12/2021;Ballot - STU;2022 Sept WGM/Ballot;;MDI, MDI FHIR IG, MDI IG, Medicolegal Death IG;"PSS: https://jira.hl7.org/browse/PSS-1885

https://github.com/HL7/fhir-mdi-ig";Yes;;07/10/2021 08:00
1740;1740;HL7 Systems Engineer;Board of Directors Work Group;;None;Michael Dubendris;Active Project (Resources assigned to pjt);;;Vendor Contract;2022 Sept WGM/Ballot;;;;;;11/10/2021 08:00
1735;1735;Normative withdrawal project placeholder;Technical Steering Committee;;;Melva Peters;Active Project (Resources assigned to pjt);;01/12/2021;Ballot - Withdraw;2023 Jan WGM/Ballot;;;;;;15/10/2021 08:00
1738;1738;Gender Harmony Support (ONC/Grant project);Board of Directors Work Group;;None;Rob McClure (MD Partners, Inc.);Active Project (Resources assigned to pjt);;;Vendor Contract;2022 Jan WGM/Ballot;;;"On the Confluence ONC Grant Project Page:
https://confluence.hl7.org/display/PMO/ONC+Grant+Project+Page";;;18/10/2021 00:00
1741;1741;Logica Sandbox;Board of Directors Work Group;;None;Preston Lee;Active Project (Resources assigned to pjt);;;Vendor Contract;2022 May WGM/Ballot;;;;;;19/10/2021 08:00
1688;1688;Pediatric Care Health IT Functional Profile (PSS in Confluence);Electronic Health Records Work Group;Clinical Interoperability Council Work Group, Patient Care Work Group;Administrative;Pele Yu, MD MS;Informative - Reconcile;22/02/2021;12/03/2021;Ballot - Informative;2022 May WGM/Ballot;Create New Standard, White Paper (Balloted Informative);Pediatric, Child Health, health IT, 21st century cures act;"Confluence PSS: https://confluence.hl7.org/display/EHR/Pediatric+Care+Health+IT+Functional+Profile+-+PSS

Project Page: https://confluence.hl7.org/display/EHR/Pediatric+Care+Health+IT+Functional+Profile+-+Project";;Electronic Health Record;20/10/2021 08:00
1742;1742;At-Home Test Report (Jira PSS-1892);Public Health Work Group;Orders and Observations Work Group;;Matthew Rahn;Active Project (Resources assigned to pjt);;24/01/2022;Ballot - STU to Normative;2023 Jan WGM/Ballot;IG;At-Home Test Result Report;"Will add a Confluence Page once we get WG sponsorship

PSS: https://jira.hl7.org/browse/PSS-1892?src=confmacro";;FHIR IG;11/11/2021 08:00
1743;1743;Consultant Pharmacist Consult Note update (Jira PSS-1884);Pharmacy Work Group;Structured Documents Work Group;;Shelly Spiro;Active Project (Resources assigned to pjt);;03/01/2022;Ballot - Informative;2023 Jan WGM/Ballot;IG;Pharmacist Consult Note;"https://confluence.hl7.org/display/PHAR/Consultant+Pharmacist+Consultation+Note+Update

PSS: https://jira.hl7.org/browse/PSS-1884?src=confmacro";;FHIR IG;06/12/2021 08:00
1745;1745;Radiation Therapy Treatment Data (Jira PSS-1903);Cross-Group Projects Work Group;Patient Care Work Group;;Anthony DiDonato;Active Project (Resources assigned to pjt);;24/01/2022;Ballot - STU to Normative;2023 Jan WGM/Ballot;IG;"Radiation Therapy

Radiation Therapy Treatment Data (RTTD)";"PSS: https://jira.hl7.org/browse/PSS-1903?src=confmacro

Radiation Therapy IG: http://build.fhir.org/ig/HL7/codex-radiation-therapy/branches/master/index.html &amp; Radiation Therapy GitHub Repository: https://github.com/HL7/codex-radiation-therapy/ ";;FHIR IG;09/12/2021 08:00
1746;1746;CHOICE Guideline for the use of a Fetal Resource;Patient Care Work Group;Public Health Work Group;;Mike Padula, Michael Tan;Active Project (Resources assigned to pjt);;;Ballot - Informative;2021 Jan WGM/Ballot;White Paper (Balloted Informative);Fetus model, body site, obstetrics;;;White Paper;15/12/2021 08:00
1744;1744;ICHOM breast cancer patient-centered outcome measure set FHIR IG;Clinical Interoperability Council Work Group;Clinical Information Modeling Initiative Work Group, Clinical Quality Information Work Group;;Mica Carr;Active Project (Resources assigned to pjt);;;Ballot - STU to Normative;2023 Jan WGM/Ballot;IG;;;;FHIR IG;29/12/2021 08:00
1753;1753;5-year expiration approaching: HL7 Version 3 Standard: Transport Specifications - ebXML, Release 1;Implementable Technology Specifications Work Group;;;ITS WG Co-Chairs;Active Project (Resources assigned to pjt);;;Ballot - Normative (no STU);2022 Sept WGM/Ballot;;;;;;13/01/2022 08:00
1751;1751;Withdraw: HL7 Version 3 Standard: Claims and Reimbursement, Release 4;Financial Management Work Group;;;FM WG Co-Chairs;Active Project (Resources assigned to pjt);;;Ballot - Normative (no STU);2022 Sept WGM/Ballot;;;;;;13/01/2022 08:00
1752;1752;"5-year expiration approaching: HL7 Version 3 Standard: Clinical Genomics; Pedigree, Release 1";Clinical Genomics Work Group;;;CG WG Co-Chairs;Active Project (Resources assigned to pjt);;;Ballot - Normative (no STU);2022 Sept WGM/Ballot;;;;;;13/01/2022 08:00
1748;1748;5-year expiration approaching: HL7 Version 2: XML Encoding Rules, Release 2;Implementable Technology Specifications Work Group;;;ITS WG Co-Chairs;Active Project (Resources assigned to pjt);;;Ballot - Normative (no STU);2023 Jan WGM/Ballot;;;;;;13/01/2022 08:00
1750;1750;Withdraw: HL7 Version 3 Standard: Accounting & Billing, Release 2;Financial Management Work Group;;;FM WG Co-Chairs;Active Project (Resources assigned to pjt);;;Ballot - Normative (no STU);2022 Sept WGM/Ballot;;;;;;13/01/2022 08:00
1747;1747;5-year expiration approaching: HL7 Version 3 Standard: Transport Specification - ebXML Using eb MS2.0. Release 1;Implementable Technology Specifications Work Group;;;ITS WG Co-Chairs;Active Project (Resources assigned to pjt);;;Ballot - Normative (no STU);2022 Sept WGM/Ballot;;;;;;13/01/2022 08:00
1749;1749;Reaffirm: HL7 Version 3 Standard: Representation of the Health Quality Measures Format (eMeasure), Release 1;Clinical Quality Information Work Group;;;CQI WG Co-Chairs;Active Project (Resources assigned to pjt);;24/01/2022;Ballot - Normative (no STU);2022 Sept WGM/Ballot;;;PSS: https://confluence.hl7.org/display/CQIWC/Health+Quality+Measure+Format+%28HQMF%29+Reaffirmation+Project;;;13/01/2022 08:00
1754;1754;FHIR IG for Intra-Procedural Anesthesia Records (Jira PSS 1936);Devices Work Group;Structured Documents Work Group;;Martin Hurrell;Active Project (Resources assigned to pjt);;;Ballot - Informative;2024 May WGM/Ballot;Create New Standard;FHIR IG for Intra-Procedural Anesthesia Records;Jira PSS: https://jira.hl7.org/browse/PSS-1936?src=confmacro;;FHIR IG;09/02/2022 08:00
1758;1758;CDS Hooks, evaluate hook maturity, ballot hooks (Jira PSS 1964);Clinical Decision Support Work Group;No Selection;;Isaac Vetter;Active Project (Resources assigned to pjt);;;Ballot - STU;2021 Sept WGM/Ballot;Revise Current Standard;CDS Hooks;"https://github.com/HL7/cds-hooks-hl7-site

Jira PSS: https://jira.hl7.org/browse/PSS-1964?src=confmacro";;;02/03/2022 08:00
1757;1757;Content Management Infrastructure IG (Jira PSS 1959);Clinical Decision Support Work Group;Clinical Quality Information Work Group, FHIR Infrastructure Work Group, Public Health Work Group, Vocabulary Work Group;;Bryn Rhodes;Active Project (Resources assigned to pjt);;;Ballot - STU to Normative;2024 May WGM/Ballot;Create New Standard;CMI IG;"http://github.com/HL7/cmi
Jira PSS: https://jira.hl7.org/browse/PSS-1959?src=confmacro";No;FHIR IG;02/03/2022 08:00
1756;1756;Extended RBC Phenotyping-genotyping FHIR IG (Jira PSS 1942);Orders and Observations Work Group;;;Kit Cooper;Active Project (Resources assigned to pjt);;;Ballot - STU;2023 Sept WGM/Ballot;Create New Standard;RBC FHIR IG;Jira PSS: https://jira.hl7.org/browse/PSS-1942?src=confmacro;Yes;FHIR IG;10/03/2022 08:00
1755;1755;FHIR IG & C-CDA Supplemental Guide for Medical Record Reviews (Jira PSS 1939);Cross-Group Projects Work Group;Structured Documents Work Group;;Sean Muir;Active Project (Resources assigned to pjt);;;Ballot - STU;2023 May WGM/Ballot;Create New Standard;MRR;Jira PSS: https://jira.hl7.org/browse/PSS-1939?src=confmacro;Yes;"Domain Analysis Model (DAM); FHIR IG";10/03/2022 08:00
